rpKey,Agnc,CarRail_DO,CarRail_PT,CarRail_check,CarRail_time,ComBus_DO,ComBus_PT,ComBus_check,ComBus_time,Fnl_Cmmnt,Fstp_grnt,TrBus_DO,TrBus_PT,TrBus_check,TrBus_time,Yr,address,agentype,busRT_DO,busRT_PT,busRT_check,busRT_time,cap_res_fund,city,cng_do_CB,cng_do_RB,cng_do_demand,cng_do_fixed,cng_do_route,cng_nar,cng_pt_CB,cng_pt_RB,cng_pt_demand,cng_pt_fixed,cng_pt_route,comrail_DO,comrail_PT,comrail_check,comrail_time,cont_res,debt_ser_fund,dec_res,dem_DO,dem_PT,dem_Tax,dem_check,dem_time,deprec,dev_DO,dev_PT,dev_check,dev_time,dfc_do_CB,dfc_do_RB,dfc_do_demand,dfc_do_fixed,dfc_do_route,dfc_do_van,dfc_nar,dfc_pt_CB,dfc_pt_DT,dfc_pt_RB,dfc_pt_com,dfc_pt_demand,dfc_pt_ferry,dfc_pt_fixed,dfc_pt_route,elc_do_SR,elc_do_TB,elc_do_fixed,elc_do_light,elc_nar,elc_pt_SR,elc_pt_TB,elc_pt_fixed,elc_pt_light,execname,exectitle,fed_other_grnt,ferry_DO,ferry_PT,ferry_check,ferry_time,fix_DO,fix_PT,fix_check,fix_time,fta_5307_grnt,fta_5307_op,fta_5307_prv,fta_5309_grnt,fta_5310_grnt,fta_5311_grnt,fta_5311_op,fta_5316_grnt,fta_5316_op,fta_cg_other_spec,fta_op_other_spec,fta_other_op,fte_do_CB,fte_do_RB,fte_do_SR,fte_do_TB,fte_do_demand,fte_do_fixed,fte_do_light,fte_do_route,fte_do_van,fte_nar,fte_pt_CB,fte_pt_DT,fte_pt_RB,fte_pt_SR,fte_pt_TB,fte_pt_com,fte_pt_demand,fte_pt_ferry,fte_pt_fixed,fte_pt_light,fte_pt_route,gen_fund,gfc_do_CB,gfc_do_RB,gfc_do_demand,gfc_do_fixed,gfc_do_route,gfc_do_van,gfc_nar,gfc_pt_CB,gfc_pt_DT,gfc_pt_RB,gfc_pt_demand,gfc_pt_fixed,gfc_pt_route,inc_res,insur_fund,interest,lightrail_DO,lightrail_PT,lightrail_check,lightrail_time,local_cap_invest,mvet,oex_do_CB,oex_do_RB,oex_do_SR,oex_do_TB,oex_do_demand,oex_do_fixed,oex_do_light,oex_do_route,oex_do_van,oex_nar,oex_pt_CB,oex_pt_DT,oex_pt_RB,oex_pt_SR,oex_pt_TB,oex_pt_com,oex_pt_demand,oex_pt_ferry,oex_pt_fixed,oex_pt_light,oex_pt_route,oper_res,other_ad,other_bal_expl,other_bal_spec,other_balace,other_expend,other_gain,other_int,other_rev,other_rev_spec,phone,principal,psgr_do_CB,psgr_do_RB,psgr_do_SR,psgr_do_TB,psgr_do_demand,psgr_do_fixed,psgr_do_light,psgr_do_route,psgr_do_van,psgr_nar,psgr_pt_CB,psgr_pt_DT,psgr_pt_RB,psgr_pt_SR,psgr_pt_TB,psgr_pt_com,psgr_pt_demand,psgr_pt_ferry,psgr_pt_fixed,psgr_pt_light,psgr_pt_route,rev_do_CB,rev_do_RB,rev_do_SR,rev_do_TB,rev_do_demand,rev_do_fixed,rev_do_light,rev_do_route,rev_do_van,rev_nar,rev_pt_CB,rev_pt_DT,rev_pt_RB,rev_pt_SR,rev_pt_TB,rev_pt_com,rev_pt_demand,rev_pt_ferry,rev_pt_fixed,rev_pt_light,rev_pt_route,rvh_do_CB,rvh_do_RB,rvh_do_SR,rvh_do_TB,rvh_do_demand,rvh_do_fixed,rvh_do_light,rvh_do_route,rvh_do_van,rvh_nar,rvh_pt_CB,rvh_pt_DT,rvh_pt_RB,rvh_pt_SR,rvh_pt_TB,rvh_pt_com,rvh_pt_demand,rvh_pt_ferry,rvh_pt_fixed,rvh_pt_light,rvh_pt_route,rvm_do_CB,rvm_do_RB,rvm_do_SR,rvm_do_TB,rvm_do_demand,rvm_do_fixed,rvm_do_light,rvm_do_route,rvm_do_van,rvm_nar,rvm_pt_CB,rvm_pt_DT,rvm_pt_RB,rvm_pt_SR,rvm_pt_TB,rvm_pt_com,rvm_pt_demand,rvm_pt_ferry,rvm_pt_fixed,rvm_pt_light,rvm_pt_route,sales_tax,st_cg_other,st_cg_other_spec,st_cg_regmg,st_cg_rmg,st_cg_sng,st_cg_ste,st_ct_van,st_op_other,st_op_other_spec,st_op_regmg,st_op_rmg,st_op_sng,st_op_ste,st_op_stod,state,sysname,systype,techemail,techname,techphone,tvh_do_CB,tvh_do_RB,tvh_do_SR,tvh_do_TB,tvh_do_demand,tvh_do_fixed,tvh_do_light,tvh_do_route,tvh_do_van,tvh_nar,tvh_pt_CB,tvh_pt_DT,tvh_pt_RB,tvh_pt_SR,tvh_pt_TB,tvh_pt_com,tvh_pt_demand,tvh_pt_ferry,tvh_pt_fixed,tvh_pt_light,tvh_pt_route,tvm_do_CB,tvm_do_RB,tvm_do_SR,tvm_do_TB,tvm_do_demand,tvm_do_fixed,tvm_do_light,tvm_do_route,tvm_do_van,tvm_nar,tvm_pt_CB,tvm_pt_DT,tvm_pt_RB,tvm_pt_SR,tvm_pt_TB,tvm_pt_com,tvm_pt_demand,tvm_pt_ferry,tvm_pt_fixed,tvm_pt_light,tvm_pt_route,unrest_cash,utility_tax,van_DO,van_PT,van_check,van_time,web,work_cap,zip
C6EE22FC-2C6D-4AD1-8957-5632CCB7BB20,CUBS,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,1107111.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,728233,838065.0,,1120500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17882,,,,,,7224,7292,Rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3059037,,,,,,,,,,,,45431.0,,40964.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248E2529-DAAB-4CDA-9536-9F4B3C7106D2,everett,,,,,,,,,,0.0,,,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,1439173.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,3295832,0.0,450636,1427911,0.0,0.0,0.0,0.0,0.0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,139214,,,,,14400.0,117714,1018340,"Concessions $9,480/
ORCA & RRFP card fees $56,380/
Commissions $2,249/
Rents $938,162/
WSTIP private grant $2,500/
ORCA program administration fees $5,328/
ORCA maintenance reimbursements $3,791/
Sale of junk/salvage $450/
Rideshare administration services to City general fund $9,425",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16380028,0.0,,0.0,0.0,0.0,0.0,0.0,102121,"Transportation Demand Management/Commute Trip Reduction 102,121",0.0,0.0,245697.0,235158.0,200166.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
BC5E82BA-D606-433D-8463-E55DA0D31150,garfield,,,,,,,,,,0.0,,,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0.0,0,0,0.0,0.0,54059.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,80166.0,5179.0,,1879.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11323FD6-A5C0-4C39-A5E8-A7EEADAF3371,grays,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,550492.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14152,,,,,,3143,10538,"2500 grant from WSTIP
Miscellaneous",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5211942,,,,,,,79531.0,,,,0.0,114843.0,247125.0,104217.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770AE97C-51AF-4D14-AA58-E1957E6560BA,grant,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,212970.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264583,,,45558.0,,32184.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58874,136817,"Insurance Recoveries
Refund of sales tax paid",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3913837,,,,,,,,2500,WSTIP Risk Management Grant,,752.0,103493.0,,56815.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0CFD5CE4-A744-4CD9-946A-46A29B18543F,intercity,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3835949.0,,61044,,,,,123405.0,,"$21,733 CFDA 20.205 Safe Routes to School;  $15,374 CFDA 81.128 DOE Bike Partners",37107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321774,,,,,-18116.0,142073,109705,Misc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29381345,251150.0,,,,,,,,,,,705603.0,,334072.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A3E84251-F376-498F-810E-C8CA1C6E22B4,island,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,1957354.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11145342,325761.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1204,1372272,"In addition, $1.5 M bond; used $1,372,272 in 2013.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7094721,,,,183681.0,,,,0,,409929.0,808967.0,256695.0,1418888.0,130540.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6F47E98C-1246-4706-8060-66E822DFEAD0,jefferson,,,,,,,,,,18650.0,,,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330836,,,621645.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1267561.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,14118,,,,,2857.0,1689,17500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3621116,,,,,,108474.0,,6988,,,158418.0,,396699.0,41487.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
C432F545-27E7-4A9C-BDBB-5DA0EEDBEFBB,Kalispel Tribe of Indians,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,122526.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108027.0,,33863.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8933,Fare Revenues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320A0F78-2E13-48FA-BB4B-78266923674C,king,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1281865,,,,,,,,,11108177,,17595900,32261068,,,,,280103.0,"ARRA TIGGER (Greenhouse Gas and Energy Reduction) Funds, USDOT Grants (FHA), Other Federal (Dept. of Homeland Security & Dept. of Housing and Urban Development)","Map-21 State of Good Repair §5337, Other FTA funds (Trans coop research), USDOT Grant (FHA), Other Federal (Dept. of Homeland Security & Dept. of Housing and Urban Development)",11322157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6128761,,,,,,26385000,4582023,"Merchandise sales, ORCA card fees, mitigation services, trolley deactivation fees, other miscellaneous revenue+ 5,786,356 in Sales Tax Mitigation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,437141438,,,,,,,,5830207,"Non-grant debits, other interlocal contributions, rail security contributions, other state funds",,,,,5632426.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40004689,,,,,,,
26B84A2F-3B26-4F0A-9168-7D39A80B8504,kitsap,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54929,,,,,,,,,1277680,0.0,0,96696,,,0.0,,0.0,FHWA funds and Homeland Security funds,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1152740.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4560,,,,,21712.0,41728,505683,"parking revenue, rental income, and other operating revenue",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27544043,46256.0,WA State Dept of Ecology,881100.0,,,,,82236,Commute trip reduction grant,,801516.0,457845.0,,266272.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8A18B5E1-836C-4D3E-8F1F-DCBA62C4A0BD,link,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,451381,,,,,,,,,,1708926.0,48810,140000,79363.0,,222998.0,,381248.0,ARRA TIGGER,"Special Needs 5310 - $27,842
New Freedom 5317 - $20,498",48340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1895056.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27565,,,,,,6765,143920,"Building Lease - $71,938
Salvage Metal - $2,653
Restitution - $72
Copy Fees - $26
Cleaning Contract - $800
Phone Reimb - $173
Ebus Penalty - $64,141
ATM Fees - $1,617
WSTIP Grant - $2,500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905513,,,,,,,,,,,,215797.0,,137201.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55F04A52-BBDF-4EFA-9254-1C53AA49BAD9,Makah Nation,,,,,,,,,,0.0,,,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,,0,0.0,0.0,6424277.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
956B5B16-431B-43FA-A194-E82C00B7BE27,mason,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1240034,,,1193173.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15185.0,10403,175297,"Special event fares, Special Contract fares, sale of maintenance services, property rental, insurance recovery, donations, training/safety grant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3215506,,,,,,,99000.0,,,,67592.0,256192.0,897779.0,71913.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82A7F657-5EF2-42BF-BF8E-F923D57E0660,pacific,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,456319.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0.0,2496,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,765617,,,,,,0.0,,,,,149952.0,16145.0,55386.0,26044.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
C66EE5CF-DDE8-463B-AED4-35198C630678,pierce,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1487293,,,,,,,,,4225224,680737.0,8055768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7675015.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,952540,,,,,-10303.0,151610,3550185,"$184,980 Streamline Mitigation.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62588431,,,142662.0,,,,,,,,,815047.0,,914249.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABBD01A7-7E5B-457D-9E62-206F60C5355C,pullman,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1568000,,,650000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80210.0,31848.0,,59003.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1180846,,,,,,,
F5AB5C71-BC3A-4CBF-B950-09619F5B547A,Quileute Nation,,,,,,,,,,0.0,,,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
E3AF4CE1-CBEE-43F0-87A2-FF2FFE23EE56,selah,,,,,,,,,,0.0,,,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,,0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0.0,2477,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336190,0.0,,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,7554.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
C73E7F49-391D-4F5E-911C-BC5C2AC7F5F9,skagit,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105506,,,,,,,,,109587,1601124.0,,20532,,,52896.0,,67888.0,"$105,506 Federal Section 5317 Program","FTA New Freedom 5317 $48,784",48784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30979.0,26517,34484,"Unclaimed cash, rebates, WSTIP Grant, RRF card fees, building and room rental, and insurance recoveries",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9374575,,,923543.0,,,,49931.0,171680,State Appropriations for Operations of Tri County Connector Service,337945.0,0.0,83212.0,,84103.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20CEE2BF-148F-4BE7-8BB7-4D1C9C7036A1,sound,,,,,,,,,,0.0,,,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15695502,,,,,,,,,44449244,0.0,0,93414775,0.0,0.0,0.0,0.0,1841.0,"TIGER Grant $4,753,644/
BABS $9,814,049/
Alternative Analysis Grant $1,127,809","FTA - WA-26-6001 Climate Change Adaption Project $79,581
Fuel Tax Credit $141,726",221307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65023198.0,,,,,,,,69095503.0,,,,,,,,,,,,,,,,,,,,,,,1359974,,,,,322625.0,6972853,6590789,"Purchased Transportation Contract Revenue $87,068/
O & M Reimbursement $474,567/
ORCA Card Fee $389,991/
Use License Fees $144,534/
Rental Building Revenue $86,194/
Change in Market Value Movement $1,040,511/
ORCA Regional $681,785/
TVM Maintenance Servie $187,173/
Miscellenaous $561,80/Sales Taxes Mitigation $2,937,157.40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,589235371,13088580.0,"$400,000 WA Dept of Commerce 2012-ERG-509/
$400,000 WA State Dept of Ecology G1200415 /
$12,150,000 WSDOT Landbank/
$138,580 WSDOT Capital Grant",,,,,,,,0.0,0.0,0.0,0.0,1374422.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2751946,,,,,,,
5D0B840C-D275-47C2-9266-80E316866B36,spokane,,,,,,,,,,0.0,,,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750042,,,,,,,,,780088,0.0,7552656,713635,0.0,0.0,110204.0,0.0,150262.0,"Section 5339 - $750,042","Section 5310 - $64,390",64390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,256165,,,,,0.0,390170,561651,"Other-Misc total of $561,651; Sales tax adjustment-$231,024 (this includes the 196,039 for mitigation and the accrual adj difference since we used budget numbers instead of actuals for Feb 2014)
Non-transportation funds-$330,627 (id card/smart card fees, discounts taken, recycling, lost/found, cobra insurance fee, release time (union reimb), utility reimbursements for rental spaces, property rental, bike locker revenue, web order fees, scrap metal.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45129059,0.0,,714830.0,0.0,0.0,0.0,220000.0,0,,0.0,0.0,340220.0,0.0,776408.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
2B736AC7-F99B-4A0E-B58C-24FA3FADB9A7,Spokane Tribe of Indians,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120000.0,135000.0,,,,,18525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80048,Tribal Fuel Tax FUnds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114748.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
