AgencyYr,revenueindex,rpKey,Agnc,Yr,fta_5307_op,fta_5307_prv,fta_5311_op,fta_5316_op,fta_other_op,fta_op_other_spec,st_op_rmg,st_op_regmg,st_op_sng,st_op_ste,st_op_stod,st_op_other,st_op_other_spec,fta_5307_cg,fta_5309_cg,fta_5310_cg,fta_5311_cg,fta_5316_cg,Fstp_grnt_cg,fed_other_grnt_cg,fta_cg_other_spec,st_cg_rmg,st_cg_sng,st_cg_regmg,st_cg_ste,st_ct_van,st_cg_other,st_cg_other_spec,sales_tax,utility_tax,mvet,other_ad,other_int,other_gain,other_rev,other_rev_spec,dec_res,inc_res,Comments,expense_key,rpKey,Agnc,Yr,interest,principal,local_cap,deprec,Otra_exp_num,gen_fund,unrest_cash,oper_res,work_cap,cap_res_fund,cont_res,debt_ser_fund,insur_fund,other_balace,Comments,rpKey,Agnc,Yr,rvh_do_fixed,rvh_do_light,rvh_do_route,rvh_do_demand,rvh_do_van,rvh_do_CB,rvh_do_RB,rvh_do_SR,rvh_do_TB,rvh_pt_fixed,rvh_pt_ferry,rvh_pt_com,rvh_pt_light,rvh_pt_route,rvh_pt_demand,rvh_pt_CB,rvh_pt_RB,rvh_pt_DT,rvh_pt_SR,rvh_pt_TB,tvh_do_fixed,tvh_do_light,tvh_do_route,tvh_do_demand,tvh_do_van,tvh_do_CB,tvh_do_RB,tvh_do_SR,tvh_do_TB,tvh_pt_fixed,tvh_pt_ferry,tvh_pt_com,tvh_pt_light,tvh_pt_route,tvh_pt_demand,tvh_pt_CB,tvh_pt_RB,tvh_pt_DT,tvh_pt_SR,tvh_pt_TB,rvm_do_fixed,rvm_do_light,rvm_do_route,rvm_do_demand,rvm_do_van,rvm_do_CB,rvm_do_RB,rvm_do_SR,rvm_do_TB,rvm_pt_fixed,rvm_pt_ferry,rvm_pt_com,rvm_pt_light,rvm_pt_route,rvm_pt_demand,rvm_pt_CB,rvm_pt_RB,rvm_pt_DT,rvm_pt_SR,rvm_pt_TB,tvm_do_fixed,tvm_do_light,tvm_do_route,tvm_do_demand,tvm_do_van,tvm_do_CB,tvm_do_RB,tvm_do_SR,tvm_do_TB,tvm_pt_fixed,tvm_pt_ferry,tvm_pt_com,tvm_pt_light,tvm_pt_route,tvm_pt_demand,tvm_pt_CB,tvm_pt_RB,tvm_pt_DT,tvm_pt_SR,tvm_pt_TB,psgr_do_fixed,psgr_do_light,psgr_do_route,psgr_do_demand,psgr_do_van,psgr_do_CB,psgr_do_RB,psgr_do_SR,psgr_do_TB,psgr_pt_fixed,psgr_pt_ferry,psgr_pt_com,psgr_pt_light,psgr_pt_route,psgr_pt_demand,psgr_pt_CB,psgr_pt_RB,psgr_pt_DT,psgr_pt_SR,psgr_pt_TB,dfc_do_fixed,dfc_do_route,dfc_do_demand,dfc_do_van,dfc_do_CB,dfc_do_RB,dfc_pt_fixed,dfc_pt_ferry,dfc_pt_com,dfc_pt_route,dfc_pt_demand,dfc_pt_CB,dfc_pt_RB,dfc_pt_DT,pfc_do_fixed,pfc_do_route,pfc_do_demand,pfc_do_van,pfc_do_CB,pfc_do_RB,pfc_pt_fixed,pfc_pt_route,pfc_pt_demand,pfc_pt_CB,pfc_pt_RB,pfc_pt_DT,gfc_do_fixed,gfc_do_route,gfc_do_demand,gfc_do_van,gfc_do_CB,gfc_do_RB,gfc_pt_fixed,gfc_pt_route,gfc_pt_demand,gfc_pt_CB,gfc_pt_RB,gfc_pt_DT,elc_do_fixed,elc_do_light,elc_do_SR,elc_do_TB,elc_pt_fixed,elc_pt_light,elc_pt_SR,elc_pt_TB,cng_do_fixed,cng_do_route,cng_do_demand,cng_do_CB,cng_do_RB,cng_pt_fixed,cng_pt_route,cng_pt_demand,cng_pt_CB,cng_pt_RB,fte_do_fixed,fte_do_light,fte_do_route,fte_do_demand,fte_do_van,fte_do_CB,fte_do_RB,fte_do_SR,fte_do_TB,fte_pt_fixed,fte_pt_ferry,fte_pt_com,fte_pt_light,fte_pt_route,fte_pt_demand,fte_pt_CB,fte_pt_RB,fte_pt_DT,fte_pt_SR,fte_pt_TB,oex_do_fixed,oex_do_light,oex_do_route,oex_do_demand,oex_do_van,oex_do_CB,oex_do_RB,oex_do_SR,oex_do_TB,oex_pt_fixed,oex_pt_ferry,oex_pt_com,oex_pt_light,oex_pt_route,oex_pt_demand,oex_pt_CB,oex_pt_RB,oex_pt_DT,oex_pt_SR,oex_pt_TB,rev_do_fixed,rev_do_light,rev_do_route,rev_do_demand,rev_do_van,rev_do_CB,rev_do_RB,rev_do_SR,rev_do_TB,rev_pt_fixed,rev_pt_ferry,rev_pt_com,rev_pt_light,rev_pt_route,rev_pt_demand,rev_pt_CB,rev_pt_RB,rev_pt_DT,rev_pt_SR,rev_pt_TB,Comments
44,40,{BB349D64-3868-4540-9789-9AD0B9081557},whatcom,2017,0,0,0,0,0,0,0,0,771716,0,0,3093,Other state grants.,616805,0,0,0,0,0,16756,FEMA grant reimbursement.,0,0,0,0,0,0,0,25946586,0,0,143211,388400,-83939,55379,"Rental income, discounts, miscellaneous other revenue.",0,9752032,,173,{BB349D64-3868-4540-9789-9AD0B9081557},whatcom,2017,0,0,0,4470775,29724,0,9439435,8000000,0,5500000,0,0,0,9600000,,{BB349D64-3868-4540-9789-9AD0B9081557},whatcom,2017,142321,0,0,69699,7371,0,0,0,0,0,0,0,0,0,0,0,0,1109,0,0,150231,0,0,77411,7371,0,0,0,0,0,0,0,0,0,0,0,0,1109,0,0,2014058,0,0,902330,396942,0,0,0,0,0,0,0,0,0,0,0,0,23921,0,0,2236649,0,0,1024793,400995,0,0,0,0,0,0,0,0,0,0,0,0,24806,0,0,4602021,0,0,220815,46492,0,0,0,0,0,0,0,0,0,0,0,0,1626,0,0,427091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156529,25939,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.41,0.0,0.0,69.3,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20029380,0,0,8198347,308792,0,0,0,0,0,0,0,0,0,0,0,0,38675,0,0,2564869,0,0,91196,177809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
45,41,{5A30B87A-D2D7-44E1-BC63-4349947F8C8F},yakima,2017,2268868,0,108952,0,0,0,0,0,137390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600000,5339,5886780,0,0,4481,4587,10530,383427,0,0,1986935,,180,{5A30B87A-D2D7-44E1-BC63-4349947F8C8F},yakima,2017,0,0,0,1133973,0,0,0,265445,0,547548,0,0,0,0,,{5A30B87A-D2D7-44E1-BC63-4349947F8C8F},yakima,2017,46346,0,0,0,6241,0,0,0,0,0,0,0,0,0,29569,4961,0,0,0,0,47945,0,0,0,6241,0,0,0,0,0,0,0,0,0,31129,5234,0,0,0,0,609380,0,0,0,280838,0,0,0,0,0,0,0,0,0,328085,144112,0,0,0,0,638920,0,0,0,280838,0,0,0,0,0,0,0,0,0,345481,147640,0,0,0,0,959689,0,0,0,43216,0,0,0,0,0,0,0,0,0,71772,24231,0,0,0,0,158314,0,0,0,0,0,0,0,0,0,0,17901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19257,0,0,0.0,0,38895,5248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,8.0,0.0,0.0,0.0,0.0,6491632,0,0,0,173209,0,0,0,0,0,0,0,0,0,1209771,446461,0,0,0,0,568573,0,0,0,131634,0,0,0,0,0,0,0,0,0,122189,119439,0,0,0,0,
46,42,{FEDDE3AD-AAFC-4D85-A730-B83730FBD8F2},asotin,2016,569830,0,0,0,0,0,0,0,31033,56156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,679756,0,0,0,402,16850,2500,0,0,0,,2,{FEDDE3AD-AAFC-4D85-A730-B83730FBD8F2},asotin,2016,0,0,0,0,0,1054362,0,0,0,0,0,0,0,0,,{FEDDE3AD-AAFC-4D85-A730-B83730FBD8F2},asotin,2016,9738,0,0,3178,3172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10178,0,0,3611,3747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151602,0,0,33890,117068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156511,0,0,35967,119369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65068,0,0,7408,24541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14418,0,5605,8838,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,763701,0,0,226396,64265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32835,0,0,7174,68740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
47,83,{0199E2E3-712E-4F6D-B901-E05543C67D86},asotin,2015,283083,0,0,0,0,0,0,0,0,0,7081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,640295,0,0,0,270,0,2500,0,0,0,,3,{0199E2E3-712E-4F6D-B901-E05543C67D86},asotin,2015,0,0,669,0,0,931163,0,0,0,0,0,0,0,0,,{0199E2E3-712E-4F6D-B901-E05543C67D86},asotin,2015,8907,0,0,3394,3574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9209,0,0,3642,4174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144717,0,0,38196,137101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148144,0,0,40559,139500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64687,0,0,7954,28968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13350,0,5665,10200,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,694078,0,0,179530,57555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33365,0,0,7614,85053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
51,43,{83C0B904-13E4-4504-9C44-86187686C982},ben franklin,2016,2200000,0,0,0,0,0,0,0,568030,0,0,0,0,1381434,0,0,0,0,0,0,0,456,0,0,0,0,0,0,33218130,0,0,168250,80787,6292,586490,0,0,8446589,,7,{83C0B904-13E4-4504-9C44-86187686C982},ben franklin,2016,0,0,575968,3542109,355601,0,25473300,8472930,0,2362539,0,0,0,0,,{83C0B904-13E4-4504-9C44-86187686C982},ben franklin,2016,132957,0,0,113388,77653,0,0,0,0,0,0,0,0,0,12296,0,0,31306,0,0,140091,0,0,137616,77653,0,0,0,0,0,0,0,0,0,16350,0,0,31306,0,0,2161030,0,0,1849758,3516347,0,0,0,0,0,0,0,0,0,213755,0,0,701899,0,0,2344817,0,0,2151824,3516347,0,0,0,0,0,0,0,0,0,271794,0,0,701899,0,0,2419818,0,0,308165,709319,0,0,0,0,0,0,0,0,0,72042,0,0,122942,0,0,460959,0,1401,0,0,0,0,0,0,0,464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311258,251819,0,0,0.0,0,31844,0,0,0,7644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.3,0.0,0.0,103.1,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13583483,0,0,11899980,2388642,0,0,0,0,0,0,0,0,0,1246228,0,0,2205629,0,0,1316704,0,0,304891,2122070,0,0,0,0,0,0,0,0,0,32694,0,0,152090,0,0,
52,84,{607549E8-ED14-4276-BC5B-6B3A2978DBA1},ben franklin,2015,0,0,0,0,0,0,0,0,0,0,193457,0,0,3912115,0,0,0,0,0,1447107,0,565442,0,0,0,0,0,0,30667384,0,0,148544,40299,113484,1096999,Fuel tax refund and other misc. revenue,0,3528036,,8,{607549E8-ED14-4276-BC5B-6B3A2978DBA1},ben franklin,2015,0,0,1825636,3802469,1556813,0,15402218,8605552,0,798729,0,0,0,0,,{607549E8-ED14-4276-BC5B-6B3A2978DBA1},ben franklin,2015,131934,0,0,106910,83627,0,0,0,0,0,0,0,0,0,12014,0,0,31459,0,0,139551,0,0,128462,83627,0,0,0,0,0,0,0,0,0,15443,0,0,31459,0,0,2148656,0,0,1877660,3804373,0,0,0,0,0,0,0,0,0,204534,0,0,705818,0,0,2331260,0,0,2178655,3804373,0,0,0,0,0,0,0,0,0,256759,0,0,705818,0,0,2652058,0,0,317079,794579,0,0,0,0,0,0,0,0,0,69772,0,0,122637,0,0,468019,0,2461,0,0,0,0,0,0,0,572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310994,279669,0,0,0.0,0,18099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.9,0.0,0.0,105.3,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13201969,0,0,11785359,2442338,0,0,0,0,0,0,0,0,0,976188,0,0,2365500,0,0,1285120,0,0,288193,2209862,0,0,0,0,0,0,0,0,0,31742,0,0,165741,0,0,
56,44,{59E69BE9-E7E4-4917-AEDE-B7B82260E551},Central Transit,2016,0,0,0,0,0,0,199956,0,487500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115000,0,0,0,,12,{59E69BE9-E7E4-4917-AEDE-B7B82260E551},Central Transit,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,{59E69BE9-E7E4-4917-AEDE-B7B82260E551},Central Transit,2016,0,0,0,0,0,0,0,0,0,7923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
57,45,{F5353E12-A65E-431A-8EE7-99D141F0C772},clallam,2016,0,0,714487,0,0,0,0,0,90847,0,0,0,0,0,8516,0,44631,0,0,0,0,0,0,0,183114,53625,0,0,7284128,0,0,15317,31481,17325,82377,"Revenues from parking, propane fuel tax credit, state fuel tax refund, other grants & scholarships, and other non-transportation revenue",38293,1400000,,14,{F5353E12-A65E-431A-8EE7-99D141F0C772},clallam,2016,0,0,59695,1513952,8501541,0,0,2700000,1223261,1690707,0,0,0,770000,,{F5353E12-A65E-431A-8EE7-99D141F0C772},clallam,2016,43943,0,696,30810,16523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46286,0,696,32485,16523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,946042,0,23317,367835,631980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,994951,0,23317,449451,631980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,739376,0,4990,68879,97372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158363,0,41182,0,0,0,0,0,0,0,0,0,0,0,10643,0,0,0,0,0,0,0,0,0,0,0,0,0,302,19209,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.5,0.0,0.5,28.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6161406,0,164473,1950037,225625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,720431,0,3682,37423,277690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
58,85,{1B7A0342-A277-4BE0-9616-8FD2875B88A4},clallam,2015,0,0,325453,0,0,0,0,0,79006,0,52860,0,0,0,111309,0,52971,0,0,15919,TAP Funds,0,0,0,147953,130625,4000,Department of Ecology - Idle Reduction grant,6799400,0,0,16037,21412,13437,112241,"Parking, propane fuel tax credit, other non-transportation revenue",94389,804200,,15,{1B7A0342-A277-4BE0-9616-8FD2875B88A4},clallam,2015,0,0,156470,1788395,7848476,0,0,2376606,1847959,459464,0,0,0,499487,,{1B7A0342-A277-4BE0-9616-8FD2875B88A4},clallam,2015,42768,0,696,30302,17006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44766,0,696,31859,17006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,927167,0,23317,386576,657754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1006113,0,23317,474236,657754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750710,0,4019,68275,105961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156572,0,43116,0,0,0,0,0,0,0,0,0,0,0,10745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19187,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.5,0.0,0.5,28.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5688506,0,151849,1763441,244682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,735848,0,4442,39695,303408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
62,46,{83F2C938-2E65-447B-8644-BCD6223DA2A3},columbia,2016,0,0,493895,0,0,0,183940,0,126064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297081,0,0,0,5521,6850,161433,"Fares and passes, contract revenue (PFP and DGH), local grants, donations, Misc. revenues, nonrevenue's, Vanpool fares",0,0,,19,{83F2C938-2E65-447B-8644-BCD6223DA2A3},columbia,2016,0,0,231418,0,0,330104,0,57149,550427,284548,0,0,0,0,,{83F2C938-2E65-447B-8644-BCD6223DA2A3},columbia,2016,0,0,0,9572,2293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9572,2293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221053,101545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225335,102136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45817,15576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5666,7375,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,13.75,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1229781,40885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72953,55366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
63,86,{03E008AA-5CF5-4C59-B1BF-142C794147B5},columbia,2015,0,0,555551,0,0,0,72597,0,43837,0,7932,0,0,0,0,146284,0,0,0,0,0,0,0,0,0,0,0,0,402102,0,0,0,4471,0,41024,PFP CONTRACT REV.24967 DGH CONTRACT 5991 GRANT/SCHOLARSHIP 130-DONATIONS 50-MISC. REVENUE 9886,803462,0,,20,{03E008AA-5CF5-4C59-B1BF-142C794147B5},columbia,2015,0,0,140456,0,0,331989,0,48020,556366,513810,0,0,0,0,,{03E008AA-5CF5-4C59-B1BF-142C794147B5},columbia,2015,0,0,0,9932,2281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9932,2281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213501,114054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213700,114200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46573,20423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4251,8094,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,13.75,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1209451,51347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73808,63938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
66,47,{ACC835C3-BE2D-447C-9637-583F2B1EE8AE},community,2016,1719604,523526,0,0,327903,"Federal Section §5337 Preventative funding $202,512; Federal CMAQ pass through WSDOT for TDM expansion $125,391",0,0,600000,0,0,125903,"WSDOT Commute Trip Reduction $125,903",8595159,0,0,0,0,0,882857,"Federal Section §5337 Capital Grants $678,510;  Federal Section §5339 Capital Grants $89,166;  Small Starts Grants $115,181",0,0,156246,0,477256,0,0,115767687,0,0,691667,516727,232463,2135055,"Sales tax, BRT Swift operating $1,580,925; Sno Co CTR funds $210,309; Sound Transit pavement replacement $6,718; ORCA fee revenue $54,766; Everett ORCA call center $50,000; Everett Transit Intergov Services $121,728; Warranty $14,965, Flexible spending forfeit $7,150; King County Metro $62,381; bike locker rentals $3,810; TVM damage $2,431; P-Card rebates $9,445; scrap recycling $9,285; Ridestore retail sales $887; public information request $122; employee badges $133",0,31588998,,24,{ACC835C3-BE2D-447C-9637-583F2B1EE8AE},community,2016,20643,1800000,15988742,21570394,4386438,66351553,0,0,0,64159931,0,102125,5405778,0,,{ACC835C3-BE2D-447C-9637-583F2B1EE8AE},community,2016,368327,0,0,0,141557,42286,0,0,0,0,0,0,0,0,82632,44280,0,0,0,0,396927,0,0,0,141557,77254,0,0,0,0,0,0,0,0,89322,84367,0,0,0,0,5368515,0,0,0,4586434,812772,0,0,0,0,0,0,0,0,1537407,921961,0,0,0,0,6266965,0,0,0,4586434,1745183,0,0,0,0,0,0,0,0,1703843,1955909,0,0,0,0,6321906,0,0,0,867776,1184766,0,0,0,0,0,0,0,0,194175,1683375,0,0,0,0,1337449,0,0,0,372458,0,0,0,0,0,240,515857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258365,0,0,0.0,0,238638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,486.7,0.0,0.0,0.0,22.7,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.6,73.1,0.0,0.0,0.0,0.0,62545771,0,0,0,4282406,13968911,0,0,0,0,0,0,0,0,7668221,8912740,0,0,0,0,7985564,0,0,0,2797527,4496567,0,0,0,0,0,0,0,0,379461,6233351,0,0,0,0,
67,87,{465B10DD-51EB-48B7-A150-A698E9BEEB47},community,2015,3328568,1982317,0,71320,0,0,0,0,472098,0,385392,150230,"WSDOT Commute trip reduction $125,653;  State funds Route 531 $24,577",11100068,1010737,0,0,0,0,8552766,"MAP-21 State of Good Repair (5337) $4,965,454;  MAP-21 Bus & Bus Facilities Formula (5339) $3,587,312",0,0,4030094,0,0,0,0,84461446,0,0,901627,141991,236380,3908554,0,0,31406389,,25,{465B10DD-51EB-48B7-A150-A698E9BEEB47},community,2015,55401,1745000,11744444,16886860,1497949,45919616,0,0,0,61569029,0,12435554,4076641,0,,{465B10DD-51EB-48B7-A150-A698E9BEEB47},community,2015,331147,0,0,0,143209,40022,0,0,0,0,0,0,0,0,85057,41403,0,0,0,0,357697,0,0,0,143209,72153,0,0,0,0,0,0,0,0,95139,77537,0,0,0,0,4953326,0,0,0,4711901,789259,0,0,0,0,0,0,0,0,1566883,894394,0,0,0,0,5797571,0,0,0,4711901,1671705,0,0,0,0,0,0,0,0,1828552,1851701,0,0,0,0,6103118,0,0,0,912637,1175876,0,0,0,0,0,0,0,0,190366,1656233,0,0,0,0,1348805,0,0,0,388922,0,0,0,0,0,32680,479210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268993,0,0,0.0,0,200965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,454.3,0.0,0.0,0.0,20.5,99.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.9,75.1,0.0,0.0,0.0,0.0,57839933,0,0,0,4005491,13903145,0,0,0,0,0,0,0,0,7411323,8825624,0,0,0,0,7753747,0,0,0,2932352,4049767,0,0,0,0,0,0,0,0,353714,5708947,0,0,0,0,
72,48,{61D75D56-A15F-48DA-AF44-282DC37043A4},Cowlitz Indian Tribe,2016,0,0,63766,0,188520,Tribal Transportation funds formally Indian reservation Roads Program (IRR),154810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,29,{61D75D56-A15F-48DA-AF44-282DC37043A4},Cowlitz Indian Tribe,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,{61D75D56-A15F-48DA-AF44-282DC37043A4},Cowlitz Indian Tribe,2016,0,0,0,3336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5890,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,416836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
