,Status,County Name,Jurisdiction,CTR Identification Code,Organization Name,Worksite Name,Survey_Cycle,Survey Close Date,Survey Iteration,Key,Survey Purpose,Expansion Factor,Sampling Worksite? ,Response Rate,Total Employees,Expanded Surveys Distributed,Expanded Surveys Returned,"VMT/
Employee",Goal VMT,Total VMT,Total Goal VMT,NDAT Rate,Goal NDAT Rate (Worksite only),Total Goal NDAT Trips,Total Annual Greenhouse Gas Emissions -  All Employees (Metric Tons CO2e),Daily Roundtrip GHG Per Employee (Pounds),GHGforAgg (Pounds),Total Weekly Trips,Weekly Drive Alone Trips,Weekly Carpool Trips,Weekly Vanpool Trips,Weekly 1-Motorcycle Trips,Weekly 2-Motorcycle Trips,Weekly Bus Trips,Weekly Train/Lightrail/Street Car Trips,Weekly Bike Trips,Weekly Walk Trips,Weekly Telework Trips,Weekly CWW Days,Weekly Overnight Business Trip,Weekly Did Not Work,Weekly Used Ferry as Walk-on Passenager,Weekly Boarded Ferry with Car/Bus/Van,Weekly Other Trips,Alone Share,Carpool Share,Van Share,Motorcycle Share,Bus Share,Train Share,Bike Share,Walk Share,Tele Share,CWW Share,Used Ferry Share,Boarded Ferry Share,Other Share,Baseline,Error: Difference between Weekly Trips and Summed Weekly Trips:this column is the difference,sumcolumn,calculated percent,summedcol
468,Affected,King,City of Seattle,E80383,Swedish Medical Center,Met Park,2017/2018,2017-10-31 00:00:00,M6,E80383M6,CTR,1,,70.5714285714286,350,350,247,5.2,0,1284.4,0,0.79,0,0,391.2,10.1864792410839,2516.06037254773,1195.0,248.0,130.0,28.0,0.0,0.0,474.0,93.0,14.0,25.0,117.0,2.0,2,42,27.0,4.0,33.0,0.21,0.11,0.02,0.0,0.4,0.08,0.01,0.02,0.1,0.0,0.02,0.0,0.03,,,0.97,0.03,
469,Affected,King,City of Bellevue,E80401,Walgreens,eCommerce HQ,2017/2018,2017-03-24 00:00:00,M6,E80401M6,CTR,1,,86.1538461538462,65,65,56,5,0,280,0,0.65,0,0,70.5,9.80991840378698,549.355430612071,273.0,97.0,15.0,0.0,0.0,0.0,106.0,0.0,0.0,10.0,44.0,0.0,0,7,0.0,0.0,1.0,0.36,0.05,0.0,0.0,0.39,0.0,0.0,0.04,0.16,0.0,0.0,0.0,0.0,,,1.0,0.0,
470,Affected,King,City of Bellevue,E80402,Symetra Financial,Bellevue,2017/2018,2017-03-31 00:00:00,M6,E80402M6,CTR,1,,79.7558494404883,983,983,784,7.2,0,5644.8,0,0.61,0,0,1568.4,14.0988856152292,11053.5263223397,3912.0,1507.0,276.0,185.0,15.0,0.0,1421.0,34.0,20.0,204.0,186.0,5.0,13,42,5.0,5.0,49.0,0.39,0.07,0.05,0.0,0.36,0.01,0.01,0.05,0.05,0.0,0.0,0.0,0.01,,,0.99,0.01,
471,Affected,King,City of Seattle,E80405,Seattle Children's,Met Park West,2017/2018,2017-10-04 00:00:00,M6,E80405M6,CTR,1,,85,220,220,187,1.6,0,299.2,0,0.92,0,0,72.7,3.13183114489425,585.652424095225,870.0,66.0,81.0,0.0,0.0,1.0,479.0,97.0,19.0,37.0,66.0,2.0,8,47,2.0,0.0,20.0,0.08,0.09,0.0,0.0,0.55,0.11,0.02,0.04,0.08,0.0,0.0,0.0,0.02,,,0.98,0.02,
472,Affected,King,City of Tukwila,E80408,The Boeing Company,The Boeing Company - Thompson Site,2017/2018,2018-05-01 00:00:00,M6,E80408M6,CTR,1,,56.1165048543689,568,515,289,18.2,0,5259.8,0,0.18,0,0,2300.1,35.6608711834032,10305.9917720035,1447.0,1180.0,114.0,46.0,7.0,0.0,18.0,20.0,12.0,0.0,23.0,3.0,0,29,0.0,9.0,15.0,0.82,0.08,0.03,0.0,0.01,0.01,0.01,0.0,0.02,0.0,0.0,0.01,0.01,,,0.99,0.01,
473,Voluntary,King,City of Tukwila,E80410,Microsoft Corporation,Tukwila,2017/2018,2017-05-24 00:00:00,M6,E80410M6,CTR,1,,17.647058823529413,34,34,6,19.03448275862069,0,114.20689655172414,0,0.38,0,0,131.1129352,35.179051851908426,211.07431111145056,29.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,5.0,5.0,0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.17,0.17,0.0,,,1.0,0.0,
474,Affected,King,City of Kent,E80412,"Protective Coatings, Inc.",,2017/2018,2018-03-23 00:00:00,M6,E80412M6,CTR,1,,81.4814814814815,270,270,220,14.2,0,3124,0,0.25,0,0,856.4,27.7940739796554,6114.69627552419,1107.0,831.0,230.0,0.0,0.0,0.0,16.0,9.0,0.0,5.0,1.0,0.0,0,0,0.0,0.0,15.0,0.75,0.21,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,,,0.99,0.01,
475,Affected,King,City of Seattle,E80414,Seattle Children's,Research Institute - Building 1,2017/2018,2017-10-04 00:00:00,M6,E80414M6,CTR,1,,81.0810810810811,370,370,300,2.1,0,630,0,0.86,0,0,167.4,4.11316608066871,1233.94982420061,1455.0,201.0,120.0,0.0,7.0,0.0,723.0,98.0,109.0,89.0,69.0,2.0,9,74,15.0,0.0,22.0,0.14,0.08,0.0,0.0,0.5,0.07,0.07,0.06,0.05,0.0,0.01,0.0,0.02,,,0.98,0.02,
476,Affected,King,City of Bellevue,E80418,Overlake Hospital Medical Center,Hines Building,2017/2018,2017-03-28 00:00:00,M6,E80418M6,CTR,1,,76.7241379310345,116,116,89,13.2,0,1174.8,0,0.27,0,0,340.7,25.8424418085766,2299.97732096332,446.0,328.0,21.0,17.0,0.0,0.0,33.0,0.0,3.0,0.0,44.0,0.0,0,0,0.0,0.0,0.0,0.74,0.05,0.04,0.0,0.07,0.0,0.01,0.0,0.1,0.0,0.0,0.0,0.0,,,1.0,0.0,
477,Affected,King,City of Seattle,E80420,WA State Bar Association,,2017/2018,2017-10-25 00:00:00,M6,E80420M6,CTR,1,,86.4285714285714,140,140,121,1.5,0,181.5,0,0.9,0,0,45.1,2.93292201355485,354.883563640137,586.0,52.0,26.0,0.0,7.0,0.0,378.0,57.0,16.0,13.0,16.0,1.0,0,10,14.0,0.0,6.0,0.09,0.04,0.0,0.01,0.65,0.1,0.03,0.02,0.03,0.0,0.02,0.0,0.01,,,0.99,0.01,
478,Affected,King,City of Seattle,E80423,Kibble & Prentice,,2017/2018,2017-11-26 00:00:00,M6,E80423M6,CTR,1,,62.0817843866171,274,269,167,5.7,0,951.9,0,0.69,0,0,338.5,11.1617226633192,1864.0076847743,815.0,248.0,42.0,0.0,2.0,0.0,378.0,77.0,0.0,17.0,24.0,2.0,10,11,25.0,0.0,0.0,0.3,0.05,0.0,0.0,0.46,0.09,0.0,0.02,0.03,0.0,0.03,0.0,0.0,,,1.0,0.0,
479,Affected,King,City of Seattle,E80425,YMCA,Downtown,2017/2018,2017-10-30 00:00:00,M6,E80425M6,CTR,1,,94.53125,128,128,121,5,0,605,0,0.69,0,0,147.5,9.78975970602359,1184.56092442885,628.0,195.0,39.0,0.0,0.0,0.0,289.0,33.0,9.0,16.0,19.0,0.0,0,1,16.0,0.0,12.0,0.31,0.06,0.0,0.0,0.46,0.05,0.01,0.03,0.03,0.0,0.03,0.0,0.02,,,0.98,0.02,
480,Affected,King,City of Seattle,E80428,Brown and Caldwell,,2017/2018,2017-11-02 00:00:00,M6,E80428M6,CTR,1,,75.6302521008403,119,119,90,1.1,0,99,0,0.92,0,0,29.1,2.15645439468908,194.080895522017,450.0,34.0,5.0,0.0,1.0,0.0,252.0,50.0,23.0,40.0,23.0,3.0,7,9,11.0,4.0,4.0,0.08,0.01,0.0,0.0,0.56,0.11,0.05,0.09,0.05,0.01,0.02,0.01,0.01,,,0.99,0.01,
481,Affected,King,City of Redmond,E80431,GE,GE Grid Solutions,2017/2018,2017-06-14 00:00:00,M6,E80431M6,CTR,1,,53.8235294117647,340,340,183,9.9,0,1811.7,0,0.37,0,0,698,19.3969738078992,3549.64620684555,854.0,533.0,98.0,7.0,6.0,0.0,39.0,4.0,47.0,2.0,108.0,0.0,11,39,0.0,4.0,6.0,0.62,0.11,0.01,0.01,0.05,0.0,0.06,0.0,0.13,0.0,0.0,0.0,0.01,,,0.99,0.01,
482,Affected,King,Unincorporated King County,E80432,Delta Marine Industries Inc,,2017/2018,2017-05-02 00:00:00,M6,E80432M6,CTR,1,,78.1758957654723,319,307,240,16.9,0,4056,0,0.22,0,0,1185.1,33.0641952522406,7935.40686053775,1189.0,903.0,224.0,14.0,20.0,0.0,0.0,1.0,5.0,6.0,0.0,0.0,0,5,15.0,0.0,1.0,0.76,0.19,0.01,0.02,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,,,1.0,0.0,
483,Affected,King,City of Seattle,E80435,Trident Seafoods Corporation,Headquarters,2017/2018,2017-09-29 00:00:00,M6,E80435M6,CTR,1,,57.7830188679245,424,424,245,13.8,0,3381,0,0.25,0,0,1304.5,27.043113012134,6625.56268797284,1229.0,916.0,79.0,5.0,6.0,0.0,64.0,5.0,33.0,60.0,16.0,5.0,5,13,15.0,0.0,25.0,0.75,0.06,0.0,0.0,0.05,0.0,0.03,0.05,0.01,0.0,0.01,0.0,0.02,,,0.98,0.02,
484,Affected,King,City of Redmond,E80438,Microsoft Corporation,Redmond Town Center,2017/2018,2017-05-24 00:00:00,M6,E80438M6,CTR,1.3881656804733729,1,36.92307692307693,1173,1173,433.10769230769233,8.05710392987469,0,3489.593689751266,0,0.34,0,0,1766.152943186467,14.890936650059837,6449.379208807455,1930.94,1250.74,140.2,4.16,16.657988165680475,0.0,299.84,0.0,0.0,38.87,137.43,6.94,26.375147928994085,0,1.39,6.94,27.76,0.65,0.07,0.0,0.01,0.16,0.0,0.0,0.02,0.07,0.0,0.0,0.0,0.01,,,0.99,0.01,
485,Affected,King,City of Redmond,E80441,Microsoft Corporation,Bldgs. 83-88,2017/2018,2017-05-24 00:00:00,M6,E80441M6,CTR,2.2092177077016375,1,36.32504548211037,3643,3643.0000000000005,1323.321406913281,8.13249569142977,0,10761.90564009904,0,0.4,0,0,5864.998883185015,15.030273805820041,19889.88307900961,6249.88,3718.11,492.66,139.18,48.60278956943603,0.0,1272.51,11.05,11.05,194.41,280.57,0.0,139.18071558520316,0,15.46,46.39,19.88,0.59,0.08,0.02,0.01,0.2,0.0,0.0,0.03,0.04,0.0,0.01,0.0,0.0,,,1.0,0.0,
486,Affected,King,City of Redmond,E80443,Univar USA Inc.,Univar,2017/2018,2017-05-30 00:00:00,M6,E80443M6,CTR,1,,71.1627906976744,215,215,153,15.3,0,2340.9,0,0.22,0,0,698.3,29.973805905709,4585.99230357348,731.0,564.0,30.0,65.0,3.0,0.0,6.0,0.0,9.0,3.0,43.0,0.0,15,16,0.0,0.0,8.0,0.77,0.04,0.09,0.0,0.01,0.0,0.01,0.0,0.06,0.0,0.0,0.0,0.01,,,0.99,0.01,
487,Affected,King,City of Bothell,E80449,"SNC Lavalin Constructors, Inc.",Bothell,2017/2018,2018-05-09 00:00:00,M6,E80449M6,CTR,1,,71.4285714285714,104,84,60,10.6,0,636,0,0.14,0,0,238.5,20.7772324105638,1246.63394463383,292.0,247.0,14.0,5.0,5.0,0.0,13.0,0.0,2.0,2.0,4.0,0.0,0,9,0.0,0.0,0.0,0.85,0.05,0.02,0.02,0.04,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,,,1.0,0.0,
488,Affected,King,City of SeaTac,E80457,Port of Seattle,SeaTac International Airport,2017/2018,2017-06-16 00:00:00,M6,E80457M6,CTR,1,,65.2991452991453,1170,1170,764,18.3,0,13981.2,0,0.19,0,0,4393,35.8005185666778,27351.5961849418,3533.0,2800.0,202.0,30.0,63.0,1.0,149.0,120.0,17.0,12.0,52.0,14.0,17,152,10.0,23.0,40.0,0.79,0.06,0.01,0.02,0.04,0.03,0.0,0.0,0.01,0.0,0.0,0.01,0.01,,,0.99,0.01,
489,Affected,King,City of Shoreline,E80473,WA State Dept. of Social and Health Services,Fircrest School,2017/2018,2017-05-09 00:00:00,M6,E80473M6,CTR,1,,66.969696969697,330,330,221,13.9,0,3071.9,0,0.11,0,0,943.1,27.1957084538211,6010.25156829447,1024.0,907.0,36.0,0.0,5.0,0.0,46.0,0.0,5.0,10.0,0.0,0.0,0,20,5.0,6.0,4.0,0.89,0.04,0.0,0.0,0.04,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,,,1.0,0.0,
490,Affected,King,City of Seattle,E80474,Seattle Art Museum,Downtown,2017/2018,2017-10-01 00:00:00,M6,E80474M6,CTR,1,,63.1428571428571,350,350,221,1.4,0,309.4,0,0.87,0,0,107.7,2.74336772785016,606.284267854886,1093.0,137.0,39.0,1.0,5.0,1.0,620.0,127.0,56.0,47.0,7.0,2.0,0,56,24.0,5.0,22.0,0.13,0.04,0.0,0.01,0.57,0.12,0.05,0.04,0.01,0.0,0.02,0.0,0.02,,,0.98,0.02,
491,Affected,King,City of Tukwila,E80507,King County Government,Metro South Base,2017/2018,2017-05-01 00:00:00,M6,E80507M6,CTR,1,,49.6651785714286,896,896,445,15.7,0,6986.5,0,0.07,0,0,3029.9,30.746317729404,13682.1113895848,2158.0,1992.0,76.0,5.0,16.0,0.0,12.0,14.0,9.0,13.0,1.0,4.0,0,40,5.0,0.0,11.0,0.92,0.04,0.0,0.01,0.01,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.01,,,0.99,0.01,
492,Affected,King,City of Seattle,E80519,Liberty Mutual,Corporate Headquarters,2017/2018,2017-11-14 00:00:00,M6,E80519M6,CTR,1,,96.971307120085,1882,1882,1825,2.2,0,4015,0,0.9,0,0,891.8,4.30660911060174,7859.56162684817,8854.0,900.0,491.0,61.0,17.0,1.0,3475.0,610.0,145.0,454.0,2358.0,47.0,38,172,104.0,26.0,165.0,0.1,0.06,0.01,0.0,0.39,0.07,0.02,0.05,0.27,0.01,0.01,0.0,0.02,,,0.98,0.02,
493,Affected,King,City of Shoreline,E80523,Shoreline Community College,Shoreline Community College,2017/2018,2017-05-30 00:00:00,M6,E80523M6,CTR,1,,70.6371191135734,361,361,255,8.7,0,2218.5,0,0.18,0,0,679.3,17.0348083544248,4343.87613037832,1242.0,1016.0,65.0,0.0,2.0,0.0,45.0,0.0,29.0,30.0,40.0,1.0,5,26,0.0,5.0,9.0,0.82,0.05,0.0,0.0,0.04,0.0,0.02,0.02,0.03,0.0,0.0,0.0,0.01,,,0.99,0.01,
494,Affected,King,City of Bellevue,E80526,City of Bellevue,City Hall,2017/2018,2017-03-31 00:00:00,M6,E80526M6,CTR,1,,74.3548387096774,800,620,461,7.3,0,3365.3,0,0.6,0,0,1231.9,14.2859218755301,6585.80998461938,2191.0,878.0,386.0,94.0,8.0,1.0,633.0,21.0,15.0,70.0,26.0,31.0,0,84,4.0,0.0,24.0,0.4,0.18,0.04,0.0,0.29,0.01,0.01,0.03,0.01,0.01,0.0,0.0,0.01,,,0.99,0.01,
495,Affected,King,City of Seattle,E80527,Ben Bridge Jeweler,,2017/2018,2018-05-12 00:00:00,M6,E80527M6,CTR,1,,68.5714285714286,140,140,96,8.6,0,825.6,0,0.57,0,0,262.5,16.8506187515924,1617.65940015287,471.0,199.0,57.0,4.0,6.0,2.0,129.0,39.0,0.0,11.0,7.0,0.0,4,14,16.0,0.0,1.0,0.42,0.12,0.01,0.02,0.27,0.08,0.0,0.02,0.01,0.0,0.03,0.0,0.0,,,1.0,0.0,
496,Affected,King,City of Seattle,E80535,Varolii Corporation,,2017/2018,2017-11-26 00:00:00,M6,E80535M6,CTR,1,,55.7142857142857,231,210,117,1.9,0,222.3,0,0.91,0,0,98.7,3.72334760054668,435.631669263962,592.0,43.0,47.0,18.0,11.0,0.0,232.0,47.0,23.0,27.0,118.0,5.0,0,2,11.0,4.0,6.0,0.07,0.08,0.03,0.02,0.39,0.08,0.04,0.05,0.2,0.01,0.02,0.01,0.01,,,0.99,0.01,
497,Affected,King,City of Redmond,E80538,Microsoft Corporation,Willows Warehouse,2017/2018,2017-05-24 00:00:00,M6,E80538M6,CTR,1,,30,50,50,15,14.877142857142855,0,223.15714285714284,0,0.16,0,0,145.50406086666666,27.495560904729437,412.4334135709416,70.0,55.0,9.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,0,0.0,0.0,0.0,0.79,0.13,0.0,0.06,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,,,1.0,0.0,
498,Affected,King,City of Bellevue,E80541,Eddie Bauer Inc,Bellevue,2017/2018,2017-03-24 00:00:00,M6,E80541M6,CTR,1,,72.4324324324324,370,370,268,9.9,0,2653.2,0,0.38,0,0,811.8,19.4061736648927,5200.85454219124,1336.0,833.0,138.0,40.0,0.0,0.0,253.0,0.0,11.0,48.0,7.0,0.0,0,15,1.0,5.0,0.0,0.62,0.1,0.03,0.0,0.19,0.0,0.01,0.04,0.01,0.0,0.0,0.0,0.0,,,1.0,0.0,
499,Affected,King,City of Seattle,E80542,King County Government,The Chinook Building,2017/2018,2017-06-23 00:00:00,M6,E80542M6,CTR,1,,66.1040787623066,1422,1422,940,3,0,2820,0,0.87,0,0,913.1,5.86858721729161,5516.47198425411,4535.0,594.0,366.0,6.0,12.0,1.0,2170.0,742.0,92.0,121.0,179.0,15.0,13,106,135.0,17.0,85.0,0.13,0.08,0.0,0.0,0.48,0.16,0.02,0.03,0.04,0.0,0.03,0.0,0.02,,,0.98,0.02,
500,Affected,King,City of Bellevue,E80543,Microsoft Corporation,Lincoln Square,2017/2018,2017-05-24 00:00:00,M6,E80543M6,CTR,1.1565464895635673,1,30.265654648956357,1219,1219,368.938330170778,7.328254008369547,0,2703.6737969151714,0,0.43,0,0,1650.3560631395378,13.54389457352763,4996.8618479663455,1626.1,932.18,133.0,13.88,2.3130929791271346,0.0,364.31,0.0,0.0,31.23,123.75,2.31,41.63567362428842,0,10.41,1.16,11.57,0.57,0.08,0.01,0.0,0.22,0.0,0.0,0.02,0.08,0.0,0.0,0.01,0.01,,,0.99,0.01,
501,Affected,King,City of Bellevue,E80552,ChemPoint,,2017/2018,2017-04-10 00:00:00,M6,E80552M6,CTR,1,,82.4468085106383,188,188,155,11.8,0,1829,0,0.3,0,0,485.7,23.1106866175741,3582.15642572398,764.0,535.0,63.0,0.0,1.0,0.0,110.0,12.0,0.0,17.0,14.0,0.0,6,7,5.0,0.0,7.0,0.7,0.08,0.0,0.0,0.14,0.02,0.0,0.02,0.02,0.0,0.01,0.0,0.01,,,0.99,0.01,
502,Affected,King,City of Kirkland,E80559,Google Inc.,Google Inc.,2017/2018,2017-09-26 00:00:00,M6,E80559M6,CTR,1,,55.7426337943476,1846,1663,927,6.2,0,5747.4,0,0.37,0,0,2490.6,12.13606666027,11250.1337940703,4544.0,2808.0,288.0,35.0,39.0,1.0,651.0,2.0,234.0,289.0,119.0,12.0,21,138,1.0,9.0,56.0,0.62,0.06,0.01,0.01,0.14,0.0,0.05,0.06,0.03,0.0,0.0,0.0,0.01,,,0.99,0.01,
503,Affected,King,City of Seattle,E80579,McKinstry Company,,2017/2018,2017-09-29 00:00:00,M6,E80579M6,CTR,1,,71.7757009345794,535,535,384,14.6,0,5606.4,0,0.23,0,0,1717.2,28.5727515122611,10971.9365807083,1902.0,1447.0,135.0,1.0,9.0,0.0,102.0,40.0,68.0,2.0,64.0,1.0,8,23,11.0,7.0,15.0,0.76,0.07,0.0,0.0,0.05,0.02,0.04,0.0,0.03,0.0,0.01,0.0,0.01,,,0.99,0.01,
504,Affected,King,City of Redmond,E80580,Physio  Control,Physio Control,2017/2018,2017-07-14 00:00:00,M6,E80580M6,CTR,1,,63.3484162895928,663,663,420,13.7,0,5754,0,0.16,0,0,1988.7,26.8089336210958,11259.7521208602,2072.0,1730.0,126.0,74.0,19.0,2.0,10.0,0.0,61.0,11.0,28.0,0.0,4,46,0.0,0.0,11.0,0.83,0.06,0.04,0.01,0.0,0.0,0.03,0.01,0.01,0.0,0.0,0.0,0.01,,,0.99,0.01,
505,Affected,King,City of Seattle,E80582,Darigold,,2017/2018,2017-10-29 00:00:00,M6,E80582M6,CTR,1,,74.3455497382199,191,191,142,15.3,0,2172.6,0,0.25,0,0,647.7,29.9888540950555,4258.41728149788,708.0,528.0,57.0,15.0,2.0,0.0,41.0,28.0,4.0,0.0,15.0,1.0,13,6,5.0,0.0,12.0,0.75,0.08,0.02,0.0,0.06,0.04,0.01,0.0,0.02,0.0,0.01,0.0,0.02,,,0.98,0.02,
506,Affected,King,City of Seattle,E80583,Sur La Table,Corporate Office,2017/2018,2017-11-11 00:00:00,M6,E80583M6,CTR,1,,65.7142857142857,140,140,92,11.3,0,1039.6,0,0.26,0,0,351.2,22.1218132612571,2035.20682003566,460.0,335.0,50.0,0.0,5.0,0.0,31.0,8.0,1.0,0.0,13.0,0.0,0,7,11.0,6.0,0.0,0.73,0.11,0.0,0.01,0.07,0.02,0.0,0.0,0.03,0.0,0.02,0.01,0.0,,,1.0,0.0,
507,Affected,King,City of Kirkland,E80591,Wave Broadband,Kirkland,2017/2018,2017-05-03 00:00:00,M6,E80591M6,CTR,1,,100,410,214,214,12.8,0,2739.2,0,0.32,0,0,1165.2,25.0851638522593,5368.22506438349,1069.0,722.0,86.0,0.0,2.0,0.0,157.0,0.0,5.0,13.0,66.0,4.0,1,15,3.0,5.0,6.0,0.68,0.08,0.0,0.0,0.15,0.0,0.0,0.01,0.06,0.0,0.0,0.0,0.01,,,0.99,0.01,
508,Affected,King,City of Seattle,E80594,"Impinj, Inc.",,2017/2018,2017-09-30 00:00:00,M6,E80594M6,CTR,1,,81.3636363636364,220,220,179,3.2,0,572.8,0,0.79,0,0,156,6.26711616012216,1121.81379266187,893.0,177.0,62.0,91.0,7.0,0.0,252.0,29.0,93.0,121.0,45.0,1.0,4,6,0.0,2.0,13.0,0.2,0.07,0.1,0.01,0.28,0.03,0.1,0.14,0.05,0.0,0.0,0.0,0.01,,,0.99,0.01,
509,Affected,King,City of Bellevue,E80595,Sprint,Bellevue,2017/2018,2017-04-14 00:00:00,M6,E80595M6,CTR,1,,69.0140845070423,142,142,98,12.1,0,1185.8,0,0.45,0,0,356.3,23.6729472512418,2319.94883062169,458.0,250.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,184.0,0.0,9,20,1.0,2.0,10.0,0.55,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.4,0.0,0.0,0.0,0.02,,,0.98,0.02,
510,Affected,King,City of Bellevue,E80597,Ericsson Inc.,Sterling Plaza,2017/2018,2017-03-31 00:00:00,M6,E80597M6,CTR,1,,60.7638888888889,450,288,175,7.6,0,1330,0,0.21,0,0,756.3,14.8890070322005,2605.57623063509,871.0,685.0,99.0,0.0,2.0,0.0,28.0,0.0,4.0,13.0,19.0,0.0,2,27,0.0,0.0,21.0,0.79,0.11,0.0,0.0,0.03,0.0,0.0,0.01,0.02,0.0,0.0,0.0,0.02,,,0.98,0.02,
511,Affected,King,City of SeaTac,E80601,Alaska Airlines Inc,Flight Operations,2017/2018,2017-06-09 00:00:00,M6,E80601M6,CTR,1,,47.3880597014925,613,268,127,15.9,0,2019.3,0,0.17,0,0,2030.1,31.1156353049407,3951.68568372747,596.0,494.0,35.0,0.0,1.0,0.0,4.0,10.0,16.0,0.0,19.0,8.0,6,40,1.0,0.0,8.0,0.83,0.06,0.0,0.0,0.01,0.02,0.03,0.0,0.03,0.01,0.0,0.0,0.01,,,0.99,0.01,
512,Affected,King,City of Seattle,E80602,Zillow,,2017/2018,2017-10-01 00:00:00,M6,E80602M6,CTR,1,,63.0624092888244,1378,1378,869,1.8,0,1564.2,0,0.87,0,0,545.3,3.52206328774262,3060.67299704834,4305.0,525.0,233.0,7.0,16.0,0.0,2310.0,586.0,90.0,332.0,48.0,4.0,19,55,69.0,7.0,78.0,0.12,0.05,0.0,0.0,0.54,0.14,0.02,0.08,0.01,0.0,0.02,0.0,0.02,,,0.98,0.02,
513,Affected,King,City of Auburn,E80606,Green River Community College,Green River Community College,2017/2018,2017-05-15 00:00:00,M6,E80606M6,CTR,1,,85.2112676056338,1257,284,242,13.1,0,3170.2,0,0.15,0,0,3590.8,25.6362031796752,6203.96116948139,1189.0,1007.0,103.0,1.0,0.0,0.0,10.0,12.0,6.0,26.0,4.0,1.0,9,14,0.0,1.0,18.0,0.85,0.09,0.0,0.0,0.01,0.01,0.01,0.02,0.0,0.0,0.0,0.0,0.02,,,0.98,0.02,
514,Affected,King,City of Seattle,E80610,"Envestment Asset Management, Inc.","Envestment Asset Management, Inc.",2017/2018,2017-10-01 00:00:00,M6,E80610M6,CTR,1,,70.2439024390244,205,205,144,2.5,0,360,0,0.83,0,0,113.6,4.90034630980474,705.649868611883,718.0,118.0,28.0,0.0,5.0,0.0,345.0,102.0,11.0,30.0,31.0,4.0,3,11,20.0,1.0,23.0,0.16,0.04,0.0,0.01,0.48,0.14,0.02,0.04,0.04,0.01,0.03,0.0,0.03,,,0.97,0.03,
515,Affected,King,City of Seattle,E80611,Northwest Justice Project,Northwest Justice Project,2017/2018,2017-11-05 00:00:00,M6,E80611M6,CTR,1,,66.9565217391304,115,115,77,2.6,0,200.2,0,0.77,0,0,63.3,5.09207492578699,392.089769285598,367.0,83.0,20.0,0.0,3.0,0.0,147.0,60.0,6.0,12.0,8.0,2.0,1,12,12.0,0.0,14.0,0.23,0.05,0.0,0.01,0.4,0.16,0.02,0.03,0.02,0.01,0.03,0.0,0.04,,,0.96,0.04,
516,Affected,King,City of Seattle,E80613,Robert Half,Robert Half,2017/2018,2017-10-15 00:00:00,M6,E80613M6,CTR,1,,52.5862068965517,120,116,61,6.1,0,372.1,0,0.56,0,0,155.8,11.9590710365046,729.503333226779,292.0,129.0,23.0,0.0,0.0,0.0,74.0,24.0,0.0,13.0,13.0,1.0,3,9,4.0,6.0,5.0,0.44,0.08,0.0,0.0,0.25,0.08,0.0,0.04,0.04,0.0,0.01,0.02,0.02,,,0.98,0.02,
517,Affected,King,City of Seattle,E80615,"DocuSign, Inc.",,2017/2018,2017-11-14 00:00:00,M6,E80615M6,CTR,1,,64.7727272727273,792,792,513,2.2,0,1128.6,0,0.87,0,0,388.4,4.31117719496661,2211.63390101787,2573.0,336.0,161.0,0.0,5.0,5.0,1265.0,251.0,42.0,175.0,186.0,3.0,20,18,56.0,3.0,85.0,0.13,0.06,0.0,0.0,0.49,0.1,0.02,0.07,0.07,0.0,0.02,0.0,0.03,,,0.97,0.03,
518,Affected,King,City of Redmond,E80617,Kymeta,Kymeta,2017/2018,2017-05-30 00:00:00,M6,E80617M6,CTR,1,,78.4172661870504,139,139,109,11.9,0,1297.1,0,0.11,0,0,356.3,23.2882096819448,2538.41485533198,529.0,470.0,9.0,0.0,3.0,0.0,5.0,0.0,13.0,7.0,17.0,4.0,13,10,0.0,1.0,0.0,0.89,0.02,0.0,0.01,0.01,0.0,0.02,0.01,0.03,0.01,0.0,0.0,0.0,,,1.0,0.0,
519,Affected,King,City of Redmond,E80618,Pushpay,Pushpay,2017/2018,2017-05-10 00:00:00,M6,E80618M6,CTR,1,,54.2372881355932,295,295,160,13.2,0,2112,0,0.22,0,0,869.9,25.8425682486224,4134.81091977958,805.0,630.0,146.0,1.0,0.0,0.0,11.0,0.0,5.0,3.0,1.0,2.0,4,5,0.0,0.0,6.0,0.78,0.18,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,Baseline,,0.99,0.01,
